Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dhanbad,2873202,1994382,582065,414582,1907288
giridih,2841331,1829612,463208,959631,1507220
gumla,870416,554672,210202,206568,463848
chatra,1230637,746672,199609,290901,758848
pakaur,0,0,0,0,0
palamu,1850580,1235160,216575,486629,1182146
purbisinghbhum,2503415,1756172,579668,359545,1566742
sahibganj,1309166,676565,352366,216264,745334
pashchimisinghbhum,1234924,659342,262663,334605,648040
hazaribagh,1473006,980714,244322,378303,891099
kodarma,889286,570088,168544,159006,564958
dumka,1112828,661590,157596,444350,567251
lohardaga,532203,351654,104271,192790,259962
deoghar,1730538,1087032,305510,350505,1092710
ranchi,2994625,2210170,759321,428448,1810439
bokaro,2254569,1544706,409547,428477,1446542
garhwa,1532150,1008481,148296,654238,833098
godda,1504227,819823,233977,439217,856249
