Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
shrawasti,1128925,399862,250921,166034,708803
baghpat,1273967,757682,325068,83767,864795
deoria,3019076,1739602,457380,395500,2164319
sonbhadra,1774874,883841,389500,293853,1087450
mainpuri,1810695,1120837,412115,120482,1276172
allahabad,5735176,3397480,1248499,764906,3719287
siddharthnagar,2445829,1091394,456692,396205,1587273
raebareli,3291529,1798381,647970,513367,2125453
balrampur,2046059,766252,467001,281129,1291861
gorakhpur,4297660,2489592,735348,568747,2992124
aligarh,3526155,1936591,829163,288064,2408415
kanpurnagar,4495459,3116956,1188826,310262,2991048
meerut,3349399,2021840,857711,190749,2300518
saharanpur,3344157,1931441,840842,148243,2354682
pilibhit,1947206,964339,440665,142425,1363407
shahjahanpur,2908628,1377647,681831,173510,2051501
kaushambi,1532986,732519,395509,214580,922853
bulandshahar,0,0,0,0,0
santravidasnagarbhadohi,0,0,0,0,0
pratapgarh,3107283,1778488,558044,472125,2072702
chandauli,1886510,1083725,341531,280842,1260998
etawah,1529928,994929,348010,124988,1053763
jhansi,1945077,1226595,540034,237509,1166228
faizabad,2389364,1335971,502691,326479,1556906
kheri,3843388,1843595,932901,272558,2634644
hamirpur,1091898,616930,286383,150037,655427
basti,2383369,1271552,451399,320132,1608612
mathura,2444733,1395903,583014,243401,1616820
gonda,3288436,1498755,730973,383892,2168340
kanpurdehat,1746992,1098359,433359,170343,1142878
etah,1942631,1086347,455746,132838,1352639
bahraich,3231386,1205505,719908,358208,2148004
ghazipur,3495410,2020768,741334,407511,2345373
gautambuddhanagar,1547294,1014458,423666,96165,1025865
mahoba,839552,444487,231332,107738,500322
budaun,3550329,1396028,853273,213199,2482796
auraiya,1337102,874291,317169,113535,906360
lucknow,4383741,2896041,1096765,336759,2943054
kannauj,1599238,943434,403531,106605,1088628
mahrajganj,2573736,1265398,447036,512047,1609673
firozabad,2401992,1417098,547677,166887,1685147
moradabad,4562135,2044172,1081742,282660,3194687
lalitpur,1168382,578851,342284,143600,682232
mau,2130596,1259978,396523,277558,1454464
jaunpur,4371141,2532733,873934,515732,2981028
ghaziabad,4362881,2827649,1145358,234547,2979690
chitrakoot,941859,500035,269880,109060,562635
fatehpur,2564407,1409093,654276,366538,1541889
hathras,0,0,0,0,0
unnao,3022101,1644383,745912,334338,1939802
hardoi,3943417,2031423,956347,310235,2672036
jyotibaphulenagar,1766282,888288,438424,133726,1193593
sultanpur,3672779,2052873,688579,504655,2475289
kushinagar,3418839,1736974,533198,552740,2327444
azamgarh,4470467,2539873,781451,552036,3134657
sitapur,4296011,2072130,1002872,348044,2938458
ambedkarnagar,2318614,1360796,441240,320745,1554397
muzaffarnagar,4015854,2263114,1045453,218162,2748279
varanasi,3562288,2241490,888598,279638,2393073
mirzapur,2415658,1312563,529231,314032,1569780
farrukhabad,1817561,1021634,454242,109391,1253530
rampur,2246883,931576,541007,150857,1552087
bareilly,4268425,2000125,1004882,328366,2933790
barabanki,3133770,1530346,811045,336077,1986020
jalaun,1640000,1008869,406566,193251,1040144
banda,1743643,925468,468163,216098,1059155
santkabirnagar,1651657,862329,271123,255736,1122136
ballia,3137939,1807766,555888,412085,2167189
agra,4246150,2489689,998327,295557,2945963
bijnor,3565234,1979335,811653,231809,2521114
