Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kheda,2482994,1974767,739303,210698,1541928
amreli,1591278,1143584,568129,126340,897871
junagadh,2936816,2164950,1051735,163096,1732264
navsari,1393676,1130598,544711,78224,771986
surat,6843313,5655478,2702101,123417,4041397
jamnagar,2329839,1626065,786693,136778,1406582
rajkot,4244836,3247858,1500509,146378,2604713
narmada,641106,458457,205269,113615,322610
gandhinagar,1427306,1133006,442920,80770,906341
bhavnagar,3158907,2288242,1145172,155622,1865488
anand,2248417,1815598,737456,147833,1366973
patan,1450689,1024770,479779,94205,886418
mahesana,2163380,1729940,719794,90934,1372307
banaskantha,3560853,2296703,1139502,222630,2216897
kachchh,2473411,1645482,832975,79920,1573190
bharuch,1670437,1295146,564003,100249,1007289
vadodara,4515425,3383971,1465285,343180,2708668
surendranagar,1918987,1338282,636042,138083,1146650
dohad,2489528,1390932,590679,545644,1363948
sabarkantha,2663247,1888151,887275,296969,1481386
porbandar,616705,449026,209840,32644,375390
panchmahals,2641019,1766533,729668,447492,1466724
ahmadabad,8209290,6522150,2725527,299980,5187493
thedangs,257546,185032,102254,34361,121143
valsad,1911620,1435555,626847,178473,1108672
