Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kheda,2389686,1810688,730668,211273,1451249
amreli,1552255,1066954,548295,127160,877223
junagadh,2838296,1997400,995731,171815,1674868
navsari,1361298,1064310,527072,80006,754718
surat,6451076,5084634,2549378,135267,3775865
jamnagar,2243374,1506935,753263,131376,1358819
rajkot,4018672,2974994,1409911,150271,2461154
narmada,615177,412047,199511,107058,308758
gandhinagar,1409417,1080535,447412,81890,881210
bhavnagar,3016422,2078099,1065913,157050,1796328
anand,2169185,1678228,713349,151258,1306107
patan,1396188,926643,462705,101142,836240
mahesana,2098241,1612292,709203,101501,1295504
banaskantha,3333416,1978813,1073902,229470,2037111
kachchh,2274927,1435502,756440,84475,1438938
bharuch,1609621,1203466,544950,100415,964691
vadodara,4337000,3128913,1412004,337957,2587709
surendranagar,1835825,1209785,610698,137609,1088220
dohad,2301182,1183598,571733,493162,1240355
sabarkantha,2543213,1726524,839922,293353,1410870
porbandar,600874,420442,202510,34153,364682
panchmahals,2512784,1595377,707054,429570,1377268
ahmadabad,7695691,5954228,2521318,280638,4895145
thedangs,242477,161504,94880,32223,115455
valsad,1805715,1296357,601577,172081,1032967
