Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
nuapada,673184,415554,167593,190960,318689
debagarh,342568,252135,94437,106602,146553
kandhamal,799080,513353,161076,243808,405002
khordha,2557231,2142134,767226,229715,1580635
sundargarh,2299504,1631867,577300,407838,1318922
anugul,1376734,1041883,331169,258147,793092
kalahandi,1771345,1096025,373095,514567,912214
koraput,1538594,797302,429715,369772,745038
rayagada,1076860,577744,213521,332991,555427
baudh,495812,361810,138053,125579,236131
jajapur,1984079,1537831,455842,188405,1347686
malkangiri,703223,388362,198772,167319,339506
jharsuguda,633968,486978,205901,92836,340222
ganjam,3812170,2732947,962175,697182,2157514
jagatsinghapur,1196025,1012928,324137,142158,737314
mayurbhanj,2750326,1749745,504121,958329,1371575
sonapur,0,0,0,0,0
balangir,1909579,1204606,441865,428805,1051182
cuttack,2843004,2387404,760442,293557,1794419
sambalpur,1121938,841684,381319,193579,550461
bargarh,1583664,1189758,549334,360049,696511
puri,1850991,1519659,513750,299172,1094842
dhenkanal,1289708,996160,288702,226663,791948
gajapati,623048,347555,163943,147934,316254
kendujhar,1991127,1297078,478967,416869,1106925
nayagarh,1038153,826775,247022,144302,650908
bhadrak,1640271,1313399,348042,202162,1105048
nabarangapur,1379272,668749,289593,413097,683692
baleshwar,2553137,1978840,734136,501219,1393765
kendrapara,1545868,1279351,344008,194477,1017615
