Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kolar,1081795,819339,397393,93738,591771
tumkur,2747006,2046679,1098576,283115,1365422
bijapur,2480930,1611624,950871,168624,1376191
chamarajanagar,1061397,681578,415965,93166,555056
bangalorerural,632575,505543,252267,38174,343615
bellary,2802497,1843845,1107549,170950,1524042
mysore,3282029,2400463,1206674,273050,1805503
uttarakannada,1498684,1226863,530799,100381,870459
raichur,2133706,1269370,888104,170120,1092195
gulbarga,2232849,1525980,744449,191946,1299138
chikmagalur,1135904,891946,519831,83969,538361
kodagu,558728,442851,266877,21211,271051
udupi,1225198,1017236,491466,44347,693674
bagalkot,2076352,1409744,770507,131202,1181509
koppal,1544003,1081433,578401,157662,808660
chitradurga,1766332,1292331,739996,226869,807669
davanagere,2061546,1531003,761473,184005,1116812
shimoga,1834269,1419480,703321,127788,1004403
dharwad,2038505,1573698,774463,91451,1174819
hassan,1815780,1370014,789144,144132,884133
bangalore,12610895,10305023,5413896,644215,6643888
haveri,1718937,1301485,656993,123190,941140
dakshinakannada,2235427,1890167,969285,70814,1202526
gadag,1134700,827651,449558,74611,610673
mandya,1835809,1312464,738538,155484,942192
belgaum,5219783,3714454,1887111,394563,2938639
bidar,1859732,1291092,662396,165074,1041795
