Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
haora,5037844,3850227,1588817,366360,3091572
murshidabad,7523557,4623672,2140639,666497,4730360
bankura,3727555,2408917,908207,571603,2254027
maldah,4225946,2386741,1077540,527116,2625133
kochbihar,2929879,2017703,930306,251148,1748713
birbhum,3663293,2382105,938697,464317,2264016
medinipur,0,0,0,0,0
kolkata,4474087,3652360,1562482,282831,2656342
uttardinajpur,3201001,1719444,859761,261852,2081107
jalpaiguri,4026713,2752560,1195309,387950,2444704
northtwentyfourparganas,10357000,8109763,3198703,572557,6593557
dakshindinajpur,1731992,1187221,544286,188607,999612
puruliya,3059699,1787556,604080,691514,1771679
darjiling,1924740,1424883,550214,175817,1202886
southtwentyfourparganas,8581276,6066225,2113151,1126935,5369127
nadia,5349479,3779565,1657792,258957,3432929
hugli,5670914,4332573,1774949,476521,3423453
barddhaman,7982781,5607540,2253011,815795,4920569
