Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dhamtari,789933,535307,327960,69179,392191
raipur,3944596,2519504,1225635,474335,2243719
durg,3286260,2246509,1180185,279040,1826079
mahasamund,1014051,620690,336585,152894,524316
bastar,1402166,630252,396049,326152,679609
kawardha,0,0,0,0,0
korba,1185578,721725,345181,166103,674193
koriya,651270,387603,173915,129883,347024
kanker,0,0,0,0,0
rajnandgaon,1509630,988110,592155,188165,726004
bilaspur,2588174,1530769,804487,358046,1424798
dantewada,0,0,0,0,0
janjgirchampa,1586593,984835,456583,353248,770007
surguja,2317899,1151965,620808,515052,1180742
jashpur,840140,484386,288266,188968,362357
raigarh,1469395,928811,479166,201554,788598
