Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
shrawasti,1088966,488132,192906,184047,725754
baghpat,1378687,908310,359364,78328,942628
deoria,3315464,2262419,450423,491618,2383123
sonbhadra,2101192,1294742,417107,456197,1252142
mainpuri,2021322,1439430,458178,184385,1389928
allahabad,6539790,4432696,1387513,997448,4168624
siddharthnagar,2866532,1653429,426796,531755,1937823
raebareli,3708216,2455930,637179,695274,2401247
balrampur,2428258,1187172,438676,359227,1662549
gorakhpur,4820215,3308545,774692,707078,3346141
aligarh,4070872,2539700,964627,366414,2742676
kanpurnagar,4803023,3580945,1336106,441062,3054480
meerut,3691189,2472505,979253,224071,2490056
saharanpur,3791845,2491168,996690,171876,2625362
pilibhit,2256628,1347611,525560,192331,1542731
shahjahanpur,3265973,1816582,745711,250528,2279927
kaushambi,1779058,1056968,469264,248519,1061512
bulandshahar,0,0,0,0,0
santravidasnagarbhadohi,0,0,0,0,0
pratapgarh,3478632,2374381,540632,633881,2327601
chandauli,2128727,1436563,342918,399601,1403666
etawah,1719341,1250140,397893,207582,1132700
jhansi,2138950,1521652,613361,304041,1228492
faizabad,2687486,1783361,481621,355906,1866808
kheri,4502723,2600742,1024672,410869,3086468
hamirpur,1135870,753878,300598,161695,673817
basti,2679477,1753264,425100,395084,1875668
mathura,2822487,1828144,625312,253120,1952046
gonda,3826409,2234859,761842,575117,2519553
kanpurdehat,1925307,1371213,489282,207462,1230734
etah,1415052,981188,329686,124859,965724
bahraich,4221124,2026524,805735,568336,2879305
ghazipur,3952274,2710149,834665,523408,2600753
gautambuddhanagar,1929850,1447677,558598,156974,1224215
mahoba,974027,616808,258207,119457,597226
budaun,4032540,2001931,934613,284764,2819056
auraiya,1491640,1088716,348122,123517,1020194
lucknow,5148473,3789327,1303691,565528,3323333
kannauj,1809229,1227367,460418,103295,1247908
mahrajganj,2983505,1890273,420515,678639,1910573
firozabad,2755746,1818683,644095,252614,1872341
moradabad,5339898,2921941,1165235,403162,3788682
lalitpur,1365459,828014,396744,153337,816797
mau,2406269,1659117,396225,365680,1655301
jaunpur,4817232,3300113,955670,609039,3254869
ghaziabad,5584201,4004668,1568074,372201,3664453
chitrakoot,1128267,617355,317139,118148,694543
fatehpur,2811617,1804051,711560,471045,1638162
hathras,0,0,0,0,0
unnao,3334958,2142759,803128,445494,2097554
hardoi,4491658,2778627,1004521,468798,3045868
jyotibaphulenagar,2038892,1266840,493752,179766,1368426
sultanpur,4126689,2785453,696970,689249,2763736
kushinagar,3956553,2626577,499209,709936,2775717
azamgarh,4992989,3449058,791368,687514,3526261
sitapur,4990721,2912164,1077466,561262,3391692
ambedkarnagar,2608133,1855852,440393,419877,1759737
muzaffarnagar,4480692,2850462,1192422,178942,3128245
varanasi,3979599,2863299,1006351,357407,2621146
mirzapur,2712425,1765934,557254,436024,1733733
farrukhabad,2065528,1292654,529911,140839,1396958
rampur,2573864,1386499,626880,243614,1720912
bareilly,4932080,2755063,1148247,444574,3347152
barabanki,3600969,2176898,895372,421552,2287476
jalaun,1821672,1260720,456569,219825,1145477
banda,1946754,1226178,523060,224465,1200391
santkabirnagar,1884894,1232388,251789,325637,1321117
ballia,3509054,2414469,605085,560588,2358806
agra,4881751,3224021,1193419,479024,3246798
bijnor,3993625,2581510,914426,294667,2788111
