Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
kheda,2329437,1708948,724967,211656,1393778
amreli,1526773,1018742,535458,127710,863723
junagadh,2774459,1892968,960061,177885,1637663
navsari,1340131,1022292,515631,81217,743422
surat,6202156,4736454,2452389,143792,3608609
jamnagar,2187521,1432405,731768,127893,1327882
rajkot,3874630,2805944,1352572,152923,2369871
narmada,598476,383748,195763,102898,299856
gandhinagar,1397616,1046911,450433,82644,864845
bhavnagar,2925021,1948838,1016145,158010,1751652
anand,2117920,1592473,697717,153585,1267042
patan,1360995,866503,451662,106048,804377
mahesana,2055908,1538339,702229,109219,1246705
banaskantha,3189920,1791725,1032281,234146,1925429
kachchh,2151534,1310623,709364,87656,1355863
bharuch,1570312,1145980,532607,100527,937298
vadodara,4221984,2969646,1377563,334518,2510086
surendranagar,1782396,1131050,594365,137293,1050930
dohad,2183603,1062845,559441,461010,1164246
sabarkantha,2466211,1626535,809765,290967,1365734
porbandar,590546,402404,197767,35197,357714
panchmahals,2430772,1490589,692368,418022,1320683
ahmadabad,7371270,5603362,2393751,268441,4709458
thedangs,232925,147505,90262,30873,111812
valsad,1738392,1211141,585299,167947,985392
