Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
supaul,2285957,1109091,467597,434224,1392103
pashchimchamparan,4037452,1874844,793365,736417,2521370
begusarai,3041053,1635698,593874,370948,2081130
sitamarhi,3508085,1520106,757714,396504,2363617
jamui,1801351,910707,451009,291517,1059269
sheikhpura,648637,345065,147656,81235,420752
gaya,4495618,2413364,1008325,714692,2787128
aurangabad,2599831,1535794,480677,379894,1743266
vaishali,3583959,2038164,725869,372173,2491159
madhubani,4590510,2286135,1096036,590179,2906307
darbhanga,4008046,1898741,728401,523334,2762971
saran,4030055,2261409,536489,537374,2969961
rohtas,3016322,1873467,542210,408165,2071179
sheohar,672220,303509,138257,87147,449437
lakhisarai,1023306,534001,199582,132815,693492
madhepura,2056742,891491,438364,354255,1270802
kishanganj,1735866,812429,386966,158673,1194111
saharsa,1945135,850303,358824,300565,1289954
jehanabad,1092393,613612,238968,109998,744469
patna,5964132,3580640,1394165,545508,4029891
gopalganj,2607006,1457892,354102,392980,1869668
nalanda,2933984,1582486,745172,317045,1873373
purbachamparan,5232643,2434837,1144099,657715,3442397
araria,2886863,1283364,700431,398357,1792658
buxar,1740156,1033572,330956,225286,1187002
samastipur,4359581,2268703,914102,465037,2985516
siwan,3399293,2038501,457427,507701,2443944
purnia,3347071,1420880,775789,394386,2184277
munger,1393176,831966,233373,206884,955764
khagaria,1711447,816951,303708,271390,1140644
kaimur(bhabua),1664629,966824,281967,239448,1146437
bhagalpur,3107215,1651726,529679,472088,2110503
muzaffarpur,4921596,2652344,911764,701497,3326367
katihar,3148651,1368894,667937,359749,2124325
bhojpur,2782366,1664248,514062,331375,1940850
nawada,2264873,1143975,508566,328173,1432012
banka,2083126,1021678,371083,419060,1297270
