Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
durg,3522836,2482767,1290268,325583,1911488
korba,1272095,836088,366172,186013,720375
jashpur,887211,530029,300795,218753,370225
dantewada,0,0,0,0,0
rajnandgaon,1622684,1071714,607517,260633,771167
bastar,1446819,716827,391170,348945,708287
raigarh,1570247,1023542,502410,216923,851257
surguja,2490462,1302748,627960,591649,1276891
bilaspur,2903448,1811388,896511,438367,1572770
raipur,4443779,2990279,1365241,578754,2504309
kanker,0,0,0,0,0
koriya,682398,430126,170506,147211,366715
dhamtari,830064,582918,358610,62802,411309
mahasamund,1090956,692716,353771,176392,562000
janjgirchampa,1723252,1131582,478170,496249,783023
kawardha,0,0,0,0,0
