Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
malkangiri,589654,214453,173758,122916,292720
nayagarh,942278,653254,224192,107245,610371
cuttack,2565175,1915369,678955,226687,1658903
khordha,2171277,1651693,598701,143791,1426602
kandhamal,715281,372222,168877,174826,370319
sonapur,0,0,0,0,0
rayagada,938858,369090,232071,217751,486189
debagarh,304429,184571,80500,76109,147237
dhenkanal,1166487,787724,274174,142747,747653
kalahandi,1525333,733573,377809,342790,801573
koraput,1337327,515653,387440,278908,670310
mayurbhanj,2457480,1276780,561737,610849,1275440
kendrapara,1411560,1040338,316308,132890,961213
bargarh,1453230,931774,454920,269841,725769
sundargarh,2038027,1269463,523634,320479,1193388
jagatsinghapur,1120640,856496,281135,106403,732185
jajapur,1784689,1227386,394734,134153,1254908
ganjam,3452067,2079940,883923,576076,1991508
nuapada,593539,272609,147434,144510,301126
kendujhar,1751007,991527,432596,301509,1015598
bhadrak,1470119,1038505,322611,126629,1019270
baleshwar,2258049,1531482,588407,275450,1386128
puri,1657573,1233382,433947,145896,1072024
jharsuguda,564821,385294,163466,71337,329429
sambalpur,1019090,668594,325129,162551,530993
gajapati,565507,242315,172253,117367,275259
balangir,1581301,860462,391569,292407,896025
baudh,426684,250246,119909,88590,217747
nabarangapur,1179143,425389,276191,311650,590493
anugul,1245856,825655,313758,196728,734710
