Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
dausa,1634408,938051,506214,178281,949913
bharatpur,2548461,1480868,694929,376224,1477308
sawaimadhopur,1335551,741747,418554,159513,757482
churu,2039547,1149269,628380,274448,1136717
alwar,3674178,2182476,1179461,529081,1965637
jaipur,6626177,4300964,2060009,404882,4161284
pali,2037573,1085692,605287,237039,1195245
chittaurgarh,1544337,821825,656904,145851,741583
jhunjhunun,2137045,1370359,592812,301835,1242395
rajsamand,1156596,619139,362583,188247,605765
bikaner,2363937,1278800,752768,233440,1377728
banswara,1797484,829343,542983,373591,880911
jaisalmer,669919,308652,175382,113520,381015
jhalawar,1411128,739792,475653,210297,725179
sikar,2677332,1652116,698711,307792,1670829
sirohi,1036346,476805,313292,106537,616516
dhaulpur,1206516,683097,317617,205594,683304
karauli,1458248,805849,438336,190388,829522
tonk,1421326,749659,495796,153364,772164
dungarpur,1388552,681590,216410,425103,747037
jodhpur,3687165,2031532,1056478,433261,2197424
jalor,1828730,829582,660719,235924,932085
udaipur,3068419,1582628,822354,543428,1702636
hanumangarh,1774691,1034135,642109,193150,939431
nagaur,3307743,1758623,985927,439955,1881860
baran,1222754,693306,359784,192798,670171
kota,1951013,1298344,577547,171263,1202203
bhilwara,2408523,1256125,883329,264836,1260357
bundi,1110906,585044,361070,165021,584815
ganganagar,1969168,1193342,680563,232109,1056496
ajmer,2583052,1526673,827181,226541,1529330
barmer,2603751,1188321,741367,461114,1401269
