Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
coimbatore,3458044,2635907,1443252,124698,1890094
dindigul,2159774,1481834,963016,142137,1054619
dharmapuri,1506843,917709,652995,98173,755673
pudukkottai,1618345,1110545,640248,121444,856651
thenilgiris,735394,569647,318924,31049,385420
kanniyakumari,1870373,1548737,552658,126961,1190754
salem,3482056,2285561,1561029,133129,1787895
erode,2251744,1492662,1111051,84721,1055970
viluppuram,3458873,2195775,1260802,442446,1755623
ramanathapuram,1353444,978945,486149,116827,750468
nagapattinam,1616450,1213007,486328,185665,944455
namakkal,1726601,1176130,839151,59093,828356
kancheepuram,3998252,3013381,1367377,306436,2324438
karur,1064493,727044,508507,34791,521194
virudhunagar,1942287,1398787,854066,96092,992129
vellore,3936331,2773928,1360185,329145,2247001
sivaganga,1339100,959744,461102,159068,718929
chennai,4646731,3776275,1619553,197742,2829435
thiruvarur,1264277,946470,412424,127742,724109
theni,1245898,870080,530590,61051,654257
madurai,3038251,2273429,1173902,180730,1683620
thoothukkudi,1750176,1349696,657447,90647,1002081
cuddalore,2605913,1815281,837271,332608,1436033
tirunelveli,3077232,2273457,1271407,165046,1640778
perambalur,565222,375822,255097,44628,265497
ariyalur,754894,480603,272240,87610,395043
tiruvannamalai,2464875,1626812,970072,268104,1226697
thiruvallur,3728104,2791721,1247918,290135,2190049
tiruchirappalli,2722290,2038980,1082328,131650,1508311
thanjavur,2405889,1790997,834484,139594,1431810
