Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
jammu,1501372,1171951,398806,100542,1002327
punch,539415,338570,67399,77308,427790
kathua,652553,437960,134210,66178,457035
rajauri,0,0,0,0,0
badgam,824906,408896,122619,88276,622893
pulwama,519359,300382,79284,109113,342073
srinagar,1254386,808800,330723,90906,835636
kupwara,1006829,604507,123899,114554,776065
anantnag,1034670,592035,145324,269019,648636
udhampur,479489,312306,120152,79202,282865
leh(ladakh),142441,109889,69335,17294,58061
doda,315531,195749,50733,55483,214416
baramula,935758,601980,156536,124995,660903
kargil,152960,102699,25147,26390,105105
