Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
gandhinagar,1391753,1030494,451951,83025,856776
ahmadabad,7214224,5435760,2332409,262543,4619272
sabarkantha,2428589,1578734,795095,289781,1343710
porbandar,585448,393677,195437,35732,354280
dohad,2127086,1007170,553394,445728,1127961
patan,1343734,837913,446239,108589,788903
rajkot,3804558,2725055,1324783,154267,2325508
panchmahals,2390775,1440804,685140,412365,1293268
surendranagar,1756268,1093626,586363,137136,1032768
bharuch,1551018,1118275,526541,100582,923895
junagadh,2743082,1842817,942708,181000,1619372
mahesana,2035064,1502645,698768,113296,1222999
valsad,1705677,1170656,577327,165918,962432
kheda,2299885,1660243,722134,211848,1365902
surat,6081322,4571409,2405288,148254,3527779
jamnagar,2160118,1396533,721253,126186,1312678
narmada,590297,370335,193916,100879,295502
kachchh,2092370,1252319,686937,89291,1316143
bhavnagar,2880364,1887255,992140,158491,1729732
vadodara,4165626,2893079,1360660,332812,2472152
thedangs,228291,140968,88038,30219,110034
amreli,1514189,995459,529153,127985,857051
banaskantha,3120505,1704922,1012080,236519,1871905
navsari,1329672,1001908,510003,81829,737838
anand,2092744,1551253,690030,154763,1247950
