Area Name,Population Persons,Literate Persons,Main workers Persons,Marginal workers Persons,Non-workers Persons
jalaun,1877182,1343604,471953,228068,1177486
shrawasti,1077811,516759,178944,189544,730671
mahrajganj,3112139,2119941,413231,735513,2006449
santravidasnagarbhadohi,0,0,0,0,0
rampur,2675742,1553326,653830,279363,1772437
sitapur,5209099,3209550,1099780,643369,3533586
pilibhit,2353745,1482821,552693,209568,1598170
chandauli,2203478,1557033,343315,441965,1447317
ambedkarnagar,2697305,2027885,440151,453461,1823239
muzaffarnagar,4623126,3044713,1238088,169091,3246155
siddharthnagar,2999517,1861785,418620,578393,2051515
ghazipur,4093451,2947238,863428,562209,2678700
budaun,4181976,2219112,959247,309314,2923240
agra,5080240,3471124,1255861,549890,3338261
kheri,4711088,2869406,1052513,461987,3229251
aligarh,4241427,2744250,1007247,392487,2846434
varanasi,4107572,3070766,1042775,383363,2690215
allahabad,6789759,4782678,1430002,1076039,4306703
faizabad,2779303,1936778,475766,364791,1966185
ballia,3622932,2622588,619924,612113,2416602
auraiya,1538988,1159128,357509,126527,1055269
balrampur,2550030,1345365,430903,385290,1786804
mirzapur,2803726,1922162,565530,478888,1783647
ghaziabad,5992197,4423333,1715321,424695,3887560
sonbhadra,2204998,1443967,425348,517284,1303623
bijnor,4125220,2785046,946112,315575,2869464
bareilly,5139989,3019027,1192845,484775,3475614
farrukhabad,2142399,1382543,553761,151384,1440873
jhansi,2197810,1618312,636084,326269,1246885
gautambuddhanagar,2055597,1602495,604515,180563,1287630
baghpat,1410158,956606,369812,76839,966126
bahraich,4555985,2350736,832085,648458,3130729
kanpurnagar,4894703,3725776,1381444,487695,3072849
unnao,3430155,2311117,820267,483568,2144938
barabanki,3746820,2407500,921038,449747,2381726
firozabad,2866072,1953062,674639,284378,1929548
azamgarh,5153201,3764164,794225,732005,3646879
santkabirnagar,1957390,1364754,246522,348914,1384194
raebareli,3836681,2684620,634129,758215,2486426
kaushambi,1856360,1173707,492759,259167,1104827
fatehpur,2886529,1936014,728829,506045,1666757
banda,2009016,1328818,539895,226915,1244100
kushinagar,4125173,2955994,489902,762563,2918980
lalitpur,1427644,917187,413839,156238,859908
mainpuri,2085883,1546083,472260,208222,1424254
hardoi,4661860,3038757,1018725,527488,3161981
gonda,3995692,2505112,770898,645524,2629971
saharanpur,3930432,2679049,1046306,179295,2708265
jyotibaphulenagar,2124242,1402069,510806,195622,1422928
sultanpur,4266394,3039224,699386,753453,2852160
gorakhpur,4980865,3588602,786315,752455,3454775
moradabad,5585547,3235946,1190253,446212,3977848
meerut,3795100,2618821,1017042,234620,2547024
deoria,3405371,2438819,448455,523145,2449607
mahoba,1016263,677337,266444,123033,628212
kannauj,1874141,1323186,478098,102368,1297557
pratapgarh,3592662,2578739,535757,689549,2406027
etah,1292567,953058,300554,122668,877091
hathras,0,0,0,0,0
basti,2770646,1921800,417871,419558,1959812
lucknow,5390523,4091865,1369685,655810,3440746
etawah,1777645,1334418,413417,239959,1156321
shahjahanpur,3375911,1965957,765038,278252,2349744
bulandshahar,0,0,0,0,0
kanpurdehat,1979519,1460954,506547,219483,1257054
chitrakoot,1188008,655674,332103,120880,737623
hamirpur,1148756,798320,304788,165188,679166
mau,2491393,1794832,396140,395653,1717619
mathura,2940768,1974619,637951,255967,2060012
jaunpur,4952853,3559333,980397,638675,3337632
